bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,price
3,1,1490,57381,1.5,0,0,4,5,1490,0,1932,0,98092,47.2597,-122.228,1580,32.5
4,2.5,2030,4997,2,0,0,3,8,2030,0,2004,0,98031,47.393,-122.184,2095,31.095
3,2,3010,5000,2,0,2,5,9,1890,1120,1931,0,98199,47.6347,-122.396,2688,110
3,1,1810,7200,1,0,0,4,7,1130,680,1954,0,98133,47.7493,-122.351,1810,28.75
3,1,1810,7200,1,0,0,4,7,1130,680,1954,0,98133,47.7493,-122.351,1810,43.1
3,1,970,5000,1,0,0,3,6,970,0,1968,0,98118,47.5282,-122.279,1290,22.6
3,1.75,2010,3090,1.5,0,0,5,7,1510,500,1926,0,98103,47.682,-122.348,1600,82.5
4,1,1300,6030,1.5,0,0,3,6,1300,0,1947,0,98168,47.4778,-122.286,1240,17.5
3,1.5,1260,10350,1,0,0,3,7,1260,0,1959,0,98008,47.6357,-122.123,1800,46.575
4,2.25,2610,24931,2,0,0,3,8,2610,0,1983,0,98075,47.5771,-122.05,2550,65.9
3,1.75,1910,5753,1,0,3,3,8,1110,800,1941,0,98115,47.6898,-122.327,1630,59.5
3,2.25,1780,16290,2,0,0,4,8,1780,0,1987,0,98058,47.4622,-122.127,1780,35
4,2.25,1900,8600,1,0,0,4,8,1900,0,1975,0,98023,47.3102,-122.381,2120,27
6,2.25,2450,25600,1,0,2,3,7,1340,1110,1957,0,98008,47.6061,-122.117,1850,66.25
3,1.75,1380,14000,1,0,0,4,5,1380,0,1939,1957,98001,47.294,-122.281,1490,24.99
3,1.75,1920,11340,1,0,0,4,7,1230,690,1977,0,98023,47.3272,-122.362,1980,32.45
2,1.75,1350,4003,1,0,0,3,8,1350,0,2004,0,98053,47.7176,-122.033,1350,43
2,1.75,1350,4003,1,0,0,3,8,1350,0,2004,0,98053,47.7176,-122.033,1350,41.995
4,1.75,2510,7440,1,0,2,4,8,1290,1220,1962,0,98032,47.3748,-122.276,1790,28.5
4,2.5,2470,7780,2,0,0,3,8,2470,0,2002,0,98092,47.3337,-122.191,2100,33.2
4,1.75,1660,10725,1,0,0,3,7,960,700,1956,0,98168,47.5033,-122.3,1340,28.2
3,1,1340,5175,1,0,0,3,7,940,400,1987,0,98133,47.7321,-122.34,1020,32
3,1,1620,30736,1.5,0,0,4,7,1620,0,1911,1977,98006,47.5719,-122.119,2440,42.875
3,2.25,2300,35287,2,0,0,3,8,2300,0,1977,0,98022,47.2477,-121.937,1760,33
4,3.5,2000,2309,3,0,0,3,8,2000,0,2008,0,98177,47.7027,-122.361,1440,45.65
3,2.25,1640,11050,1,0,0,4,8,1640,0,1972,0,98059,47.4723,-122.121,1870,35.2
4,2,1530,4080,1.5,0,0,4,7,1530,0,1912,0,98105,47.6645,-122.325,1860,66.4
3,1.75,4000,11894,1,0,0,3,9,2190,1810,1987,0,98011,47.7738,-122.203,2530,62.8
3,1.75,1610,12555,1,0,0,3,7,1080,530,1977,0,98052,47.6618,-122.136,1780,51.2
3,2,2070,9000,1,0,0,4,7,1450,620,1969,0,98023,47.3085,-122.376,1630,25.4
4,2.5,1900,5790,2,0,0,3,8,1900,0,1994,0,98029,47.5691,-121.996,2030,53.58
3,1,1050,16050,1,0,0,4,7,1050,0,1960,1981,98038,47.3841,-122.006,1610,28.7653
3,2.5,1520,1304,2,0,0,3,8,1180,340,2006,0,98136,47.5446,-122.385,1270,43.8
4,1.75,2390,23899,1,0,0,3,7,1750,640,1949,0,98028,47.7557,-122.237,1840,45
5,2.75,2400,8050,2,0,0,3,8,2400,0,1998,0,98092,47.2635,-122.209,2400,32.7
4,2.5,1790,6120,2,0,0,3,7,1790,0,2005,0,98059,47.4829,-122.128,1950,37.05
3,2.5,1720,6271,2,0,0,3,7,1720,0,1993,0,98038,47.3898,-122.049,1570,26.5
4,2.75,2980,13260,1,0,0,4,8,1800,1180,1979,0,98056,47.5152,-122.197,1920,45
3,1,1520,213444,1.5,0,3,5,8,1520,0,1988,0,98027,47.5081,-122.093,2640,42.5
3,1.75,1150,8690,1,0,0,4,7,1150,0,1977,0,98042,47.3729,-122.115,1330,16.66
1,0.75,380,15000,1,0,0,3,5,380,0,1963,0,98168,47.481,-122.323,1170,24.5
3,1,910,5212,1,0,0,3,7,910,0,1951,0,98115,47.6742,-122.284,1520,56.5
3,1.75,1650,10150,1,0,0,3,8,1230,420,1976,0,98033,47.6963,-122.169,1930,53.99
3,3.5,2480,3200,2,0,0,3,10,2480,0,2010,0,98144,47.5951,-122.307,1980,91
4,2.5,2050,7416,2,0,0,3,8,2050,0,1990,0,98092,47.2658,-122.219,2050,28
3,2.25,1420,8549,2,0,0,4,7,1420,0,1989,0,98038,47.3576,-122.039,1560,27.5
3,2.5,3460,6590,2,0,0,3,7,3460,0,2001,0,98056,47.4802,-122.188,2490,46.7
3,2.5,1500,4445,2,0,0,3,8,1500,0,1996,0,98029,47.5682,-122.005,1730,45.75
2,1,1320,3090,1,0,0,4,7,1320,0,1908,0,98118,47.5517,-122.276,1270,38.1156
5,2.5,2180,8240,1,0,0,4,8,1220,960,1977,0,98092,47.3122,-122.191,2050,28.9999
3,1.75,1830,4160,1,0,0,3,7,1230,600,1919,0,98144,47.5962,-122.288,1950,64.245
3,2.25,1620,8701,1,0,0,3,7,1220,400,1962,0,98007,47.6071,-122.137,1600,46.995
3,2,2920,13650,1,0,2,5,8,1460,1460,1975,0,98033,47.6652,-122.188,2920,79.5
4,2.5,3300,10514,2,0,0,3,10,3300,0,1984,0,98074,47.6323,-122.036,2820,78.5
3,2.25,3060,12095,2,0,0,3,10,3060,0,1983,0,98006,47.5611,-122.106,3060,86
0,0,3064,4764,3.5,0,2,3,7,3064,0,1990,0,98102,47.6362,-122.322,2360,110
3,1,1530,8498,1,0,0,3,7,1530,0,1959,0,98031,47.404,-122.203,1380,14.75
3,2,1910,11576,1,0,0,3,7,1410,500,1978,0,98011,47.7356,-122.198,2040,39
3,1,1020,8100,1,0,0,3,7,1020,0,1954,0,98198,47.3586,-122.314,1020,22.9
3,1,1150,8100,1,0,0,3,6,1150,0,1932,0,98168,47.494,-122.307,1120,18.5
3,1.5,1260,9570,1,0,0,3,7,870,390,1941,0,98115,47.7004,-122.305,1620,41.49
4,2,1920,4822,1,0,0,2,6,920,1000,1914,0,98136,47.5507,-122.381,1120,20
4,2.25,1800,9350,1,0,0,3,8,1800,0,1969,0,98092,47.2959,-122.191,2060,22.5
3,1.75,2040,4000,2,0,0,5,7,1360,680,1924,0,98105,47.6675,-122.289,1610,72
4,2.5,2200,4000,2,0,0,5,8,1430,770,1908,0,98119,47.6402,-122.37,2100,93
5,2.5,3200,17204,1,0,0,3,7,2160,1040,1952,0,98004,47.6209,-122.222,4090,127
5,3.25,2400,3118,2,0,0,4,7,1780,620,1928,0,98122,47.6094,-122.291,2100,70
2,1.5,1140,1058,3,0,0,3,7,1140,0,2005,0,98103,47.6608,-122.333,1170,46.6
3,1.5,1330,10640,1,0,0,3,7,1330,0,1976,0,98011,47.7364,-122.193,1460,37.4
3,2.5,1940,10035,2,0,0,4,8,1940,0,1994,0,98072,47.7438,-122.172,2810,48
3,2.5,3000,25341,2,0,0,3,9,3000,0,1995,0,98053,47.6724,-122.013,3000,74
4,1,1820,5400,1.5,0,0,3,8,1820,0,1923,2014,98102,47.6476,-122.318,1820,101
4,2.5,2910,5000,2,0,0,3,8,2910,0,2002,0,98042,47.3782,-122.127,2740,39.5
2,1,1090,6771,1,0,0,3,6,1090,0,1954,0,98106,47.5185,-122.352,1200,34
3,2,1230,1340,2,0,0,3,7,1020,210,2003,0,98106,47.526,-122.361,1260,20.9
5,2.5,1710,7700,1.5,0,0,3,7,1710,0,1962,0,98007,47.5922,-122.146,1530,43.165
5,2.5,3160,11470,1,0,0,4,9,1780,1380,1971,0,98040,47.5368,-122.216,3260,98
3,2.5,2680,28243,2,0,0,3,9,2680,0,1993,0,98077,47.7637,-122.05,2670,66
4,2.25,2190,9009,2,0,0,4,8,1840,350,1977,0,98033,47.6916,-122.188,2190,73
3,1.75,1260,9600,1,0,0,4,7,1260,0,1988,0,98042,47.3592,-122.076,1640,29.15
4,3.5,2970,14486,2,0,0,3,9,2340,630,1997,0,98040,47.5627,-122.215,3680,90.5
4,2.5,2570,50308,1.5,0,0,3,10,2570,0,1993,0,98077,47.7418,-122.039,3420,80
4,3.5,3810,13592,1,0,1,3,9,2560,1250,2013,0,98056,47.5134,-122.2,3230,83.99
1,1.5,1010,1157,2,0,0,3,8,950,60,2007,0,98126,47.5492,-122.372,1360,20
3,2,1480,6698,1,0,0,4,7,1080,400,1979,0,98058,47.4614,-122.168,1850,30
3,1.75,1250,6041,1.5,0,0,5,7,1250,0,1942,0,98115,47.69,-122.304,1180,53
3,2.25,1654,8479,2,0,0,3,7,1654,0,1995,0,98038,47.3627,-122.037,1654,31.495
3,1.75,1410,9315,1,0,0,5,7,1410,0,1960,0,98031,47.3969,-122.198,1630,25.5
5,2.75,2160,5720,1,0,0,5,7,1500,660,1950,0,98144,47.5728,-122.304,2160,55
3,1,1400,4800,1,0,0,4,6,700,700,1917,0,98136,47.5499,-122.391,1470,43.5
3,1.75,1420,8738,1,0,0,4,7,1420,0,1966,0,98002,47.3113,-122.207,1660,23.4
4,2.25,2500,10062,1,0,0,3,8,1600,900,1975,0,98052,47.639,-122.1,2500,61.5
3,2,1410,8384,1,0,0,3,7,1410,0,1985,0,98001,47.3315,-122.263,1410,20.5
4,1.75,2100,7135,1,0,0,4,7,1050,1050,1955,0,98106,47.5353,-122.349,1730,38.4
3,2.5,1750,7208,2,0,0,3,8,1750,0,1994,0,98055,47.4315,-122.192,2050,32.4
3,1.75,2070,5500,1,0,0,4,7,1130,940,1946,0,98115,47.6733,-122.301,1800,64.5
3,3.25,1570,1777,2,0,0,3,8,1260,310,2007,0,98107,47.6655,-122.369,1000,57
3,2.5,1920,5322,2,0,0,3,8,1920,0,1999,0,98031,47.4095,-122.195,1920,32.4
2,1,1000,10320,1,0,0,3,6,1000,0,1943,0,98106,47.527,-122.356,1100,27
5,1.5,2120,7700,1.5,0,0,5,7,2120,0,1962,0,98058,47.4599,-122.172,1730,29
3,2,1440,9220,1,0,0,3,7,1440,0,1965,0,98198,47.3702,-122.317,1390,25
3,1.75,1660,16275,2,0,0,3,7,1660,0,1990,0,98014,47.6903,-121.915,1520,34.2
3,1.5,1340,8450,1,0,0,4,7,1340,0,1958,0,98188,47.4405,-122.28,1340,25.5
3,2.25,2380,11824,1,0,0,4,9,1450,930,1972,0,98040,47.5371,-122.218,2750,80
3,1.75,1560,4049,1.5,0,2,3,7,1000,560,1926,0,98126,47.5666,-122.375,1430,45.1
4,2.5,2780,10480,1,0,3,3,7,1390,1390,1967,0,98033,47.6597,-122.204,2860,99
4,2.5,1860,6687,1,0,0,4,7,1220,640,1983,0,98031,47.4046,-122.186,1860,28.84
3,1.5,2390,4600,2,0,0,3,8,1750,640,1920,1995,98118,47.5383,-122.268,1690,42
2,2.75,1370,1140,2,0,0,3,8,1080,290,2009,0,98133,47.7052,-122.343,1370,35.9
4,3,2570,262018,1,0,0,3,7,1420,1150,1988,0,98058,47.4417,-122.09,2260,39
3,2.5,1320,2614,2,0,0,3,7,1320,0,2005,0,98118,47.5355,-122.283,1320,30
5,2.5,2520,7863,1,0,0,3,7,1500,1020,1981,0,98034,47.7096,-122.199,2030,54.5
3,1,1250,18616,1,0,0,4,6,1250,0,1972,0,98010,47.3414,-122.047,1920,28.8349
3,2.25,1560,35026,1,0,0,3,7,1290,270,1985,0,98092,47.3023,-122.069,1660,29.99
4,2,2330,5000,1.5,0,0,5,7,1720,610,1925,0,98117,47.6804,-122.358,2090,89.1
3,2,3660,22410,1,0,3,4,9,1830,1830,1947,0,98117,47.6972,-122.4,2680,120
4,2.5,2790,4650,2,0,0,3,8,2790,0,2004,0,98038,47.3556,-122.026,2820,37.8
2,1,1060,7200,1,0,0,4,6,1060,0,1951,0,98155,47.7463,-122.315,1850,29.9995
3,2.5,2020,6564,1,0,0,3,7,1310,710,1994,0,98042,47.3545,-122.158,1710,25.3
3,2.25,1580,47916,1,0,0,3,7,1580,0,1979,0,98024,47.5583,-121.852,1980,35
4,3,2020,4300,1.5,0,0,3,6,2020,0,1900,0,98107,47.6653,-122.372,1290,56.5
2,1,970,5665,1,0,0,4,6,970,0,1908,0,98118,47.5513,-122.273,1490,31.5
4,3,1490,6766,1.5,0,1,5,7,1490,0,1915,0,98136,47.5446,-122.382,1990,57
5,3.5,4390,10140,2,0,0,3,9,3350,1040,2005,0,98125,47.7174,-122.282,2010,97.1
5,2.5,2750,5589,1.5,0,0,5,9,1840,910,1910,0,98112,47.6364,-122.3,1460,91.5
4,1.5,2150,23568,1,0,0,4,7,2150,0,1950,0,98166,47.4522,-122.355,2150,41.9
4,1.75,1810,7480,1,0,0,3,7,1230,580,1977,0,98023,47.3275,-122.361,1870,26
3,3,2230,12968,2,0,0,3,9,2230,0,1990,0,98004,47.6271,-122.197,2260,132
3,1,2430,10720,1,0,0,3,7,2430,0,1977,0,98045,47.4895,-121.787,1660,36.995
3,2.5,3680,13384,2,0,0,3,10,3680,0,1994,0,98006,47.5484,-122.119,3600,103
5,1,1410,6750,1.5,0,0,3,6,1410,0,1929,0,98118,47.5453,-122.278,1360,43.5
3,1.75,1330,6743,1,0,0,3,8,1330,0,1958,2002,98125,47.7012,-122.286,2600,60.1
3,1,1490,10650,1,0,0,3,7,1150,340,1963,0,98033,47.663,-122.178,1730,46.05
3,2.5,2020,1159,3,0,3,3,8,2020,0,2000,0,98103,47.6617,-122.356,1920,72
4,2.5,3130,13202,2,0,0,3,10,3130,0,1996,0,98075,47.5878,-121.976,2840,85.1
4,3,2670,5000,2,0,2,3,7,2670,0,1916,1978,98126,47.5784,-122.377,2300,55
4,1,1980,4560,1.5,0,0,3,7,1980,0,1920,0,98103,47.6606,-122.331,1810,70
3,1.75,2100,14850,1,0,0,4,7,2100,0,1963,0,98042,47.3622,-122.059,1930,32.3
3,1,1350,8581,1,0,0,5,6,1350,0,1944,0,98177,47.7612,-122.362,2080,34.55
4,1.5,2140,7920,1,0,0,3,7,1190,950,1959,0,98118,47.5491,-122.272,2140,37.8
4,2,2208,5000,3,0,0,5,8,2208,0,1917,0,98116,47.5711,-122.383,1760,65
3,2,1010,7380,1,0,0,3,7,1010,0,1982,0,98074,47.6273,-122.062,1650,38.5
2,1,970,2970,1,0,0,3,7,970,0,1910,0,98102,47.6233,-122.319,1670,42.5
4,2,1520,6174,1.5,0,0,5,6,1520,0,1920,0,98022,47.2105,-121.989,1390,21
4,2.5,2740,43101,2,0,0,3,9,2740,0,1993,0,98077,47.7649,-122.049,2740,63
3,1.75,1570,7500,1,0,1,3,7,1300,270,1953,0,98146,47.4999,-122.368,1590,33.5
3,1,1320,9000,1,0,0,3,7,1320,0,1966,0,98001,47.3461,-122.272,1320,19.65
4,2.75,2550,7636,1,0,0,3,8,1440,1110,1986,0,98074,47.6471,-122.06,2290,58.28
3,1.75,1560,7207,1,0,0,3,7,1250,310,1983,0,98034,47.7283,-122.222,1540,44
4,2.25,2360,8616,2,0,0,4,8,2360,0,1974,0,98033,47.6495,-122.198,2360,75.25
3,1.75,1330,5000,2,0,0,4,7,1210,120,1909,0,98116,47.5724,-122.384,1500,53.25
3,1,1070,9000,1,0,0,4,7,1070,0,1950,0,98198,47.4061,-122.33,1840,26.5
3,1.25,1510,13737,1,0,3,4,6,810,700,1961,0,98125,47.7289,-122.283,2560,39.75
3,2.5,1710,3469,2,0,0,3,8,1710,0,1999,0,98029,47.546,-122.011,2120,52.425
4,2.75,2790,10819,2,0,0,3,10,2790,0,1996,0,98027,47.5515,-122.08,3080,76.5
4,2.5,2620,5450,2,0,0,3,9,2620,0,2001,0,98074,47.6301,-122.019,2590,64.8
5,2.5,2970,24759,1,0,0,4,8,1670,1300,1969,0,98031,47.3908,-122.173,2100,46.95
3,1.75,1050,7854,1,0,0,4,7,1050,0,1975,0,98023,47.3011,-122.369,1360,23.75
3,1,1280,8712,1,0,0,4,7,1280,0,1956,0,98003,47.3298,-122.297,1420,21.6
3,1,1030,8400,1,0,0,4,7,1030,0,1963,0,98056,47.5364,-122.173,1270,42.72
3,2.25,1900,7800,1,0,0,4,8,1390,510,1977,0,98055,47.4545,-122.208,1730,28
5,3,3070,9804,1,0,0,4,9,1740,1330,1968,0,98006,47.5702,-122.128,2550,71.8
2,2.75,1760,4139,2,0,0,3,8,1760,0,2010,0,98065,47.5175,-121.878,1870,42
2,1,930,5400,1,0,0,3,7,930,0,1952,0,98117,47.6971,-122.372,1050,37.9
2,1,880,7683,1,0,0,3,6,880,0,1942,0,98177,47.7145,-122.361,1370,32.61
3,2.5,1360,1016,3,0,0,3,7,1310,50,2003,0,98115,47.6774,-122.324,1365,53.5
4,2.75,2130,8560,1,0,0,3,7,1560,570,1992,0,98022,47.1949,-122.01,2130,28.3
3,1,1480,7469,1.5,0,0,3,6,1120,360,1940,0,98168,47.5048,-122.301,1460,26
4,1,1500,6388,1.5,0,0,4,7,1500,0,1951,0,98126,47.5303,-122.378,980,39.9
3,2.25,1670,5004,2,0,0,3,8,1670,0,1987,0,98029,47.5688,-122.017,1850,48.495
4,1.75,2060,9828,1,0,0,4,8,2060,0,1960,0,98005,47.5867,-122.174,2260,64
4,2.5,2160,8158,1,0,0,4,8,1660,500,1952,0,98115,47.6948,-122.328,1520,58.5
4,2,2780,11583,1,0,3,3,8,1190,1590,1955,0,98125,47.7293,-122.284,2580,64.5
3,2,1490,7651,1,0,0,3,7,1490,0,1988,0,98003,47.3211,-122.325,1590,25.3
2,1,740,6460,1,0,0,3,6,740,0,1953,0,98146,47.5077,-122.344,1170,17.85
4,2.5,1860,6325,2,0,0,4,7,1860,0,1991,0,98038,47.3492,-122.03,1860,29.1
2,2.75,1590,20917,1.5,0,0,3,5,1590,0,1920,0,98001,47.2786,-122.25,1310,19.995
2,1,850,2340,1,0,0,3,7,850,0,1922,0,98105,47.6707,-122.328,1300,55.35
2,1,1030,4188,1,0,0,3,8,1030,0,1981,0,98038,47.3738,-122.057,1450,18.995
,,,,,,,,,,,,,,,,,
